GEOID10,B_NAIP,G_NAIP,R_NAIP,NIR_NAIP,NDVI,NDBI,ESA_LC_MODE,Impervious_Surface,Tree_Coverage,RD_LST_0723,RD_LST_0808,RD_LST_Composite,RD_MODIS_0721,RD_MODIS_0724,am_hi,am_t,af_hi,af_t,pm_hi,pm_t
3.71831E+11,111.8619995,133.5017242,107.8207626,164.9949036,0.429631174,-0.160922244,10,28.85094833,51.86733246,46245.92578,46877.97656,47337.24609,15302.24023,15361.47266,68.85941315,68.14038849,86.4082489,84.33571625,83.49140167,81.07234192
3.71831E+11,104.6719894,125.2530823,98.4561615,166.9071503,0.493861407,-0.237563118,10,27.20683098,57.47454834,45553.12891,46446.48047,46707.82031,15284.72461,15375.68457,68.37464142,67.64945984,86.20608521,83.99040985,82.92002106,80.62120056
3.71831E+11,107.1030502,125.5062408,86.04911041,181.7248077,0.512811065,-0.277855754,10,14.18421745,59.45869827,46015.61328,46316.19922,46787.64063,15233.36035,15301.26563,68.31364441,67.679245,85.88378143,83.84091187,82.93419647,80.55831909
3.71831E+11,106.2137909,123.8254852,84.72226715,183.6061554,0.551724136,-0.258554727,10,14.05455112,53.12031555,46327.91016,46409.95703,46992.53906,15236.5293,15276.41211,68.45426178,67.76022339,86.06604004,84.1296463,83.22459412,80.79976654
3.71831E+11,115.8035736,135.8998718,101.3283157,191.3199615,0.561872482,-0.190027252,10,22.32104301,61.01056671,46306.82813,46288.92969,46728.38281,15197.43359,15259.23242,67.66343689,67.15307617,87.42902374,84.36186981,82.67819214,80.17663574
3.71831E+11,111.3200836,132.1092377,94.76029205,192.2381134,0.558337808,-0.249333113,10,29.76774788,73.56415558,45943.90625,45880.11719,46453.74219,15165.40918,15212.30762,68.22112274,67.65911865,86.51042938,83.7904892,81.52879333,79.57015228
3.71831E+11,104.3949432,121.7629471,104.0282135,157.3215332,0.509584606,-0.241757393,10,17.47782707,53.26113129,46006.5625,46481.625,45912.61328,15231.0752,15299.70801,68.45468903,67.76839447,86.12038422,83.82044983,82.42409515,80.34841919
3.71831E+11,114.6476364,129.5985718,113.4266891,155.7837524,0.448414236,-0.205745578,10,32.15324783,45.67280197,45648.82422,46668.72266,44850.11328,15227.30176,15329.21777,68.28658295,67.61432648,86.08667755,84.22875214,83.21675873,81.01778412
3.71831E+11,121.3376389,135.894165,122.0039139,157.2409515,0.401210546,-0.18711777,10,41.50567627,49.98529434,44535.73047,46566.24609,46532.88672,15245.55273,15326.36523,69.15311432,68.4029541,86.04147339,84.20876312,83.67605591,81.49191284
3.71831E+11,109.6855621,119.794281,102.5930634,153.0080719,0.52317065,-0.246663988,10,24.96167564,44.21245193,45258.45703,46324.44141,46515.08594,15166.09082,15231.10938,68.50603485,67.85018158,86.31523132,84.33657074,83.66014862,81.16893768
3.71831E+11,106.4154053,122.6030502,102.3357849,168.9230652,0.549225807,-0.264357418,10,28.39605904,66.81389618,44284.66797,45785.25391,45219.31641,15128.60645,15134.60547,68.27446747,67.66044617,86.22071075,83.81550598,82.08958435,80.10257721
3.71831E+11,105.4502563,121.6450653,102.1291885,162.821991,0.521288693,-0.303589761,10,15.15719128,59.72037506,44478.16406,46423.66797,44211.82031,15221.0498,15271.85156,67.76399231,67.18582916,85.75354004,83.45796967,82.13031006,80.12047577
3.71831E+11,123.0484695,139.9717255,113.7612839,166.7423859,0.438492447,-0.191553712,10,29.88433266,48.32421112,47118.88281,47118.63672,46967.30078,15252.22461,15366.13965,69.01896667,68.20996094,86.06976318,84.30448151,83.18338013,81.12689209
3.71831E+11,112.2330093,127.9507904,98.0769043,184.3113708,0.499150187,-0.246442348,10,10.79200935,59.73447418,46025.60938,46570.30859,46735.39063,15258.64746,15303.28906,68.24183655,67.48280334,85.44146729,83.47917175,82.22303772,80.2914505
3.71831E+11,105.5515976,123.436554,84.42794037,181.9692688,0.524237156,-0.29088816,10,18.7564373,55.92528915,46437.77344,46293.04688,46934.89063,15242.6582,15282.7793,68.47769165,67.77540588,86.09496307,83.92015839,83.24166107,80.70841217
3.71831E+11,118.2860565,133.8800354,107.8458252,179.5983734,0.461480021,-0.15685308,10,30.81173897,36.64136505,47644.8125,47695.88672,48473.46094,15353.28125,15417.7666,69.28060913,68.53417969,86.15753174,84.35084534,83.64453888,81.36066437
3.71831E+11,129.5175781,144.0144501,119.9013214,173.2505341,0.27151376,-0.093583174,50,52.55158615,26.34752274,47305.4375,47478.31641,47896.6875,15377.88379,15418.51367,70.57642365,69.75376892,85.99436951,84.55358124,84.37490082,82.19608307
3.71831E+11,107.0399017,125.8955002,90.8075943,183.030777,0.519945741,-0.228979304,10,23.58497047,58.70597458,45759.63672,46340.48047,46583.96875,15267.07227,15284.16211,68.41882324,67.70886993,86.14733124,83.71086884,82.58594513,80.35825348
3.71831E+11,112.8920822,131.1547089,100.5245895,183.6362305,0.464341879,-0.157779589,10,26.25998497,51.13628006,45800.25,46451.07813,46589.60156,15282.1543,15311.74023,68.28919983,67.58711243,86.55831909,84.16864777,83.25757599,80.84747314
3.71831E+11,116.3002319,134.119339,104.1763229,185.1880646,0.439813405,-0.178233773,10,30.58011818,50.6612854,46251.04297,46756.51953,47232.94141,15264.18848,15313.46094,68.79145813,68.09281921,85.94880676,83.72419739,82.92835236,80.70011902
3.71831E+11,104.1930542,121.9290314,99.23771667,156.3669128,0.411642075,-0.249913886,10,28.13933563,43.88288879,45188.25391,46536.55859,42121.16016,15215.86621,15341.27148,68.68473816,67.9405365,86.24277496,84.23674774,83.17525482,80.88574219
3.71831E+11,107.295166,121.6063919,102.4489517,157.1013794,0.556546807,-0.220900714,10,17.34408188,52.97537231,45309.35156,46226.96484,46183.71484,15174.21582,15175.22461,68.31272125,67.60498047,85.4522171,83.49002075,82.41352081,80.40673828
3.71831E+11,116.0354004,131.8509674,115.1746521,162.0950317,0.48814559,-0.206366301,10,28.02887154,52.67066956,46175.26953,46901.01953,44682.68359,15224.41992,15318.46094,68.19268036,67.54218292,85.67694092,83.77253723,82.62447357,80.64738464
3.71831E+11,113.4286346,130.7229156,100.8145905,188.4727173,0.49840495,-0.276304752,10,22.14433861,67.22383118,45985.89844,46398.14844,46707.76953,15269.90527,15356.18945,68.28741455,67.51700592,85.62607574,83.70053101,82.05374908,80.06732941
3.71831E+11,108.2641068,126.1048355,106.3319321,166.3126831,0.499021024,-0.259007365,10,24.50375557,60.4349823,46264.59766,46515.45313,43656.71484,15221.77246,15323.46387,68.33972168,67.63063812,85.68997192,83.41705322,81.99462891,80.05439758
3.71831E+11,99.80889893,122.6339188,99.52899933,163.1208344,0.493829995,-0.204511195,10,13.87682247,49.27579117,46405.55078,46396.47266,44449.68359,15243.16113,15286.67871,68.34163666,67.65279388,86.25473785,84.1889801,83.11493683,80.82061768
3.71831E+11,102.5782547,120.5848465,97.6960144,157.7166901,0.392354727,-0.297194928,10,19.44417,53.82741547,46362.98047,46565.49219,43415.34766,15203.97168,15279.4209,68.76073456,68.01506805,86.19260406,84.05875397,82.87533569,80.64788055
3.71831E+11,102.2087936,124.1784439,101.1297836,171.9873962,0.51609385,-0.213247702,10,18.96041107,51.91294479,45638.17578,46321.36328,42935.74609,15212.74316,15177.58203,68.42404938,67.72010803,85.7722702,83.80888367,82.65786743,80.55278015
3.71831E+11,112.2007294,134.8890076,118.0526123,165.3613129,0.372378439,-0.178627908,10,35.90225983,47.74899292,46815.91797,46867.00781,44598.74609,15275.51465,15356.4248,69.1852417,68.45233917,86.5688324,84.53270721,83.67732239,81.33742523
3.71831E+11,100.7639618,124.5331116,101.1740646,176.945343,0.489351898,-0.215012744,10,19.8596859,59.60776901,46157.25,46542.64844,46120.76563,15274.01074,15336.57617,68.25845337,67.58583832,85.82820129,83.6824646,82.48960114,80.31262207
3.71831E+11,100.8057556,123.8853683,100.5852432,172.6873474,0.440293193,-0.256935954,10,13.20172787,49.17155838,46161.07422,46461.29688,45689.91016,15252.3877,15285.88086,68.07698822,67.42532349,86.64974213,84.40552521,83.09436798,80.81520844
3.71831E+11,133.1572571,148.8905487,127.1537628,184.3036194,0.28013292,-0.130747974,50,41.8331604,41.48369217,47750.58594,47296.01953,47659.38281,15332.62207,15410.86133,70.18243408,69.39828491,85.79930878,84.47987366,83.95176697,81.87979126
3.71831E+11,128.2270508,143.3281555,121.8781662,184.0127563,0.33439675,-0.143847063,10,39.19346237,37.59938431,47635.23047,47573.25391,48078.8125,15362.42871,15408.40625,69.85768127,69.10705566,86.09275818,84.45717621,83.99572754,81.77059937
3.71831E+11,116.8338547,133.511261,105.2482071,180.4522247,0.418624252,-0.110092022,10,29.08332253,39.00233841,46769.45313,47227.17969,47589.72266,15349.39844,15427.0332,68.83560181,68.15420532,85.6700058,83.9147644,83.34038544,81.08462524
3.71831E+11,122.4795685,137.9672241,113.5300674,182.2727203,0.417233378,-0.110751674,10,31.52645302,41.32984543,46704.41016,47527.86328,47570.92188,15336.51367,15389.92383,69.76942444,69.03307343,85.74183655,84.31083679,83.74230957,81.58276367
3.71831E+11,118.333992,136.4019928,110.7591324,181.956192,0.330796272,-0.210404694,10,31.25570488,29.08081245,45622.54297,47081.9375,47347.51172,15397.17285,15367,68.90637207,68.0851593,87.09414673,85.07022858,84.10469055,81.4972229
3.71831E+11,102.5886459,120.6985855,84.36637115,181.3479309,0.559852839,-0.184603781,10,8.792125702,49.66239548,45613.17578,46060.9375,46400.58203,15239.62402,15236.98145,67.84179688,67.13739014,87.13895416,84.24224091,83.12174988,80.77198029
3.71831E+11,107.8358917,129.1806488,101.9130554,175.0842438,0.542806268,-0.288028687,10,23.17112923,65.29868317,45458.1875,45540.03906,46019.47656,15075.19922,15085.16602,67.97733307,67.34825134,86.38462067,83.75093079,82.04441833,79.98349762
3.71831E+11,114.6400681,130.6072845,102.3162384,182.3102264,0.47782895,-0.177541971,10,21.51582909,50.98291016,46543.35938,47314.55859,47085.16016,15299.21094,15345.22461,68.87683105,68.2166748,86.42671204,84.26477051,83.24268341,80.90517426
3.71831E+11,108.574646,125.5571365,107.4563675,155.4100647,0.494926125,-0.220566168,10,25.43981934,51.70234299,45540.90234,46529.45313,45257.99219,15230.60449,15314.79688,68.55065155,67.83146667,86.00969696,83.77339935,82.49027252,80.45475769
3.71831E+11,118.6622696,135.9818726,111.1286316,169.2856445,0.366528213,-0.12407434,10,38.56499481,41.79304886,46785.74219,47380.69531,47543.03516,15326.74609,15412.30273,69.44210815,68.57631683,86.47186279,84.59268188,83.86885834,81.55134583
3.71831E+11,116.2687149,132.1419525,100.8976059,175.6434174,0.423775315,-0.125299469,10,37.04355621,54.82639694,46449.58984,46835.89453,46987.34375,15370.22266,15445.25293,69.51573181,68.74539948,85.86655426,84.16725922,83.15705872,81.04537964
3.71831E+11,114.6572189,130.5891418,101.2704697,183.1832886,0.509075463,-0.176780403,10,15.19631386,50.35255051,47027.82422,47293.92969,46907.93359,15318.20508,15366.94629,68.95580292,68.34337616,86.75107574,84.54289246,83.64958191,81.08342743
3.71831E+11,110.556221,129.0505524,102.6351166,172.994873,0.440657079,-0.157165289,10,27.68693733,45.84913635,47014.63672,46964.92578,47554.04297,15335.58594,15415.96484,69.45140076,68.68489075,85.62987518,84.14039612,83.12613678,81.04811096
3.71831E+11,109.2947388,126.9569016,93.6211319,179.9254456,0.512979984,-0.168499976,10,23.45165443,51.13905716,45801.89844,46542.83594,47151.63281,15367.25977,15333.61719,68.62097168,67.91641998,86.68660736,84.43925476,83.09603882,80.68771362
3.71831E+11,113.0811157,131.627533,116.5824203,168.3081665,0.477873176,-0.188241988,10,29.42016602,55.00456619,44133.07422,46712.83984,46375.78516,15159.4082,15244.86621,68.61306,67.89433289,86.8103714,84.53398132,83.5258255,81.00421143
3.71831E+11,122.7853012,137.3692474,125.1406784,175.930954,0.439260602,-0.180376276,10,41.88877487,62.86743927,44647.41016,46604.67969,46648.78125,15263.24316,15372.66992,69.03974915,68.28208923,86.38989258,84.2660675,83.58127594,81.50108337
3.7184E+11,95.69032288,111.6711884,81.72293854,181.1260529,0.675936639,-0.393812209,10,8.144451141,93.82761383,44482.38281,44886.42969,44753.72266,15079.08691,15084.58887,67.70996857,67.4730835,86.41665649,83.56653595,80.39865112,78.76880646
3.71831E+11,111.6044006,128.4032593,99.36920929,181.2288818,0.486237675,-0.266522557,10,17.21860695,57.71168137,45566.52344,46461.72656,46308.22656,15238.42188,15278.5625,68.70126343,67.88799286,85.65913391,83.7442627,82.41120148,80.4552536
3.71831E+11,124.3227081,143.7442627,126.9778442,165.6898041,0.281445086,-0.13081041,50,50.5759964,48.51037216,46833.83984,47617.42578,46950.53125,15323.4668,15407.32324,69.9834671,69.19989777,85.78838348,84.40441132,84.17191315,82.13159943
3.71831E+11,110.5815277,128.5442047,95.71965027,182.7524414,0.451760352,-0.155399874,10,21.87783623,50.02638245,45641.00781,46356.40625,46657.55469,15332.98535,15357.54883,68.44034576,67.70132446,87.05574036,84.55662537,83.37001801,80.94539642
3.71831E+11,100.5400085,119.4437027,80.94441223,183.2605438,0.603109062,-0.225257769,10,9.845562935,62.06686401,45503.07422,46068.90625,46445.60156,15229.59473,15257.38477,67.47380829,66.79557037,86.4282608,83.66544342,81.7844696,79.75648499
3.71831E+11,110.1816635,127.9988022,93.07570648,184.0156555,0.52371937,-0.20602861,10,28.4548893,65.30973053,45091.82422,46172.13281,46253.50781,15217.17871,15264.01465,68.34182739,67.66650391,86.56065369,84.11843109,82.69691467,80.37168121
3.71831E+11,108.4909439,126.5506439,92.84805298,180.3109131,0.502806127,-0.195490241,10,31.27657127,59.27206039,45837.54688,46471.93359,46783.82813,15239.35645,15291.6416,68.42233276,67.7259903,86.5139389,84.20270538,82.756073,80.48782349
3.71831E+11,112.8166275,129.1220551,97.46131897,177.692627,0.438042343,-0.150200501,10,31.6835289,45.66366196,45396.13672,46449.36719,46764.00781,15298.60254,15338.87891,69.20858002,68.38574982,86.58744049,84.42380524,83.15932465,80.92831421
3.71831E+11,119.5406799,137.3647614,111.3273087,182.38414,0.416359693,-0.064566538,10,31.71795464,32.62514496,46213.28906,47284.87891,47693.96875,15373.96875,15304,69.03810883,68.22956848,87.37584686,85.19763947,84.23544312,81.38173676
3.71831E+11,110.8933563,127.9234543,97.0318222,171.2826538,0.430612534,-0.187614396,10,29.11656952,53.85871124,46387.52344,47257.49219,47721.54688,15234.33496,15319.44434,68.90411377,68.16059113,86.30932617,84.28869629,83.39373016,81.10063934
3.71831E+11,133.9118805,147.857605,124.5839691,168.7485199,0.192321062,-0.049291551,50,65.74289703,28.84809875,47358.13672,47990.36328,48296.35938,15405.63281,15451.72168,71.10250092,70.27993774,86.40472412,85.28647614,85.14324188,82.89983368
3.71831E+11,129.5589294,147.78302,124.515358,186.0478058,0.346631736,-0.099276967,50,42.32755661,39.90645981,46024.15234,47236.36328,47427.23047,15301.20996,15352.05957,69.177948,68.50395966,85.69528198,83.85925293,83.66767883,81.36545563
3.71831E+11,110.0731659,128.5238647,95.43891144,180.9322205,0.503946006,-0.207253069,10,24.54063225,58.0765686,46166.66016,46492.01563,46793.52344,15250.82617,15281.45508,68.66261292,67.9821701,86.48699951,84.04508972,82.50802612,80.36611938
3.71831E+11,121.1343765,136.6738434,109.5697708,174.6923218,0.295749247,-0.174745724,50,37.91947937,36.89664841,47866.00391,47459.42578,48304.15625,15344.16016,15391.74121,69.91490173,69.12348175,85.46696472,83.69566345,83.18247986,81.19895935
3.71831E+11,111.8948898,131.8018646,109.7354507,168.6288605,0.431430191,-0.158951923,10,30.31300354,52.16733551,46701.52734,46987.62109,47294.75,15332.18457,15360.41602,69.04708862,68.22042847,86.19023895,84.32563019,83.21442413,81.04087067
3.71831E+11,108.3913193,127.9760895,103.5243988,166.2224579,0.442638487,-0.175502628,10,25.97919273,49.73624039,46480.59766,47046.75781,47265.71094,15333.64746,15385.83984,68.6244278,67.86964417,86.422966,84.25714111,83.23755646,80.89543152
3.71831E+11,101.0117035,121.4809265,98.07279205,172.4511108,0.561649799,-0.253936857,10,21.4654274,67.61383057,44871.96484,45619.59766,44531.04688,15128.14941,15146.81348,68.31509399,67.62684631,85.78220367,83.3864212,81.83641052,79.93434143
3.71831E+11,103.2414322,118.311203,93.31408691,162.8446655,0.574495316,-0.303656697,10,17.78048515,64.46266937,44620.67188,45915.77344,45090.15625,15178.31543,15268.04785,68.07829285,67.46779633,85.82357025,83.22959137,81.49801636,79.64306641
3.71831E+11,118.1379471,134.62146,104.5766068,177.2770538,0.40710777,-0.090766296,10,38.37302399,41.07876968,46681.39453,47091.24219,47445.5,15381.69141,15391.6084,70.15624237,69.36707306,85.49638367,84.27413177,83.76116943,81.59249878
3.71831E+11,106.4767075,125.0234451,82.01318359,167.8541718,0.451742381,-0.337156683,10,27.95820618,72.17118835,45299.72656,45789.19531,46037.71484,15207.0127,15282.94434,68.08725739,67.45480347,85.2629776,83.25905609,82.55748749,80.37474823
3.71831E+11,112.7468491,131.9303741,94.425354,182.0993652,0.478279442,-0.251914084,10,27.56263161,57.98925018,46404.75,46491.05469,46655.87891,15242.95605,15397.36719,68.45915985,67.76891327,85.87685394,83.76719666,82.56748199,80.50801086
3.71831E+11,113.5378571,132.6162262,110.7858963,160.024231,0.397072673,-0.145495072,10,27.97096634,36.58600616,47137.13281,47434.59375,47569.05859,15345.59082,15390.3291,69.28063202,68.43119812,85.94024658,84.45207214,84.00408936,82.01669312
3.71831E+11,118.5454636,137.329422,118.5823441,150.3327332,0.31741032,-0.135931268,50,47.23000717,29.03863144,48453.70313,47888.23047,47843.87891,15350.79297,15425.18359,69.3007431,68.43818665,85.57775879,84.59703827,84.26927948,82.33421326
3.71831E+11,109.5006409,129.8529968,105.2947388,167.3318481,0.468719155,-0.172886014,10,20.94958305,46.22979355,46435.46875,47008.16406,46874.43359,15325.82422,15392.99805,68.49936676,67.74434662,86.77692413,84.44545746,83.36727142,80.85967255
3.71831E+11,112.0090866,127.6936646,96.64093781,165.9378204,0.423227817,-0.150330052,10,34.46472168,27.02890778,46956.83984,47223.68359,47655.44922,15296,15340,70.10861206,69.31331635,87.24343872,85.2859726,84.24674988,81.75611877
3.71831E+11,115.9972076,133.1157074,102.5457535,180.3943634,0.462419778,-0.141061381,10,31.98731995,37.19923019,46790.76953,47134.21875,47629.28516,15298.30859,15373.63184,69.64159393,68.90996552,86.59819031,84.66960907,84.14177704,81.6531601
3.71831E+11,103.3859787,123.6851349,103.2542877,160.5368958,0.441096246,-0.214883536,10,25.76420593,46.36465073,45840.01563,46508.93359,46273.41406,15271.9248,15290.69043,68.81707764,68.09196472,86.24836731,84.37923431,83.47625732,81.26519012
3.71831E+11,112.4932327,131.0396576,114.6243668,157.7482147,0.303340286,-0.200857788,10,36.14172363,45.88212204,46575.85938,47379.54688,47254.19531,15232.49609,15281.47559,68.65972137,67.91137695,85.87052917,84.34992981,83.32215118,81.34560394
3.71831E+11,104.907547,121.0942535,100.0992203,171.1246948,0.522931635,-0.312506884,10,11.29828358,65.00544739,45327.25,46033.70313,45857.09766,15210.55371,15237.54395,67.52884674,67.03128815,86.01301575,83.80501556,81.5374527,79.665802
3.71831E+11,108.4345322,124.2052231,105.2617264,161.3135529,0.506968439,-0.254151076,10,18.46686363,50.89750671,45218.67578,46426.3125,45886.92578,15253.53027,15328.55566,68.25465393,67.62503052,86.12114716,84.0200882,83.0851059,80.80542755
3.71831E+11,110.0016098,129.342041,92.99668121,187.9594879,0.533703923,-0.224573672,10,34.06096268,69.19796753,45976.08594,46263.08203,46437.54688,15221.4043,15259.90527,68.34050751,67.7511673,86.72917938,83.90044403,81.91914368,79.83330536
3.71831E+11,103.6840897,120.239212,82.07878876,170.9345245,0.53391856,-0.238883406,10,22.89910698,50.49118423,45401.4375,46551.31641,46590.55469,15204.63867,15284.16699,68.40036011,67.71013641,86.39903259,84.1034317,83.16323853,80.78755951
3.71831E+11,121.6131134,140.8591919,116.8038177,192.6991119,0.401634485,-0.15967378,30,27.17013168,44.74766159,46947.10156,47295.62891,47037.06641,15292.20508,15380.6582,68.78102875,68.11528778,86.20901489,84.19577026,83.12739563,80.88645172
3.71831E+11,111.5702744,128.0945129,98.46491241,183.2031403,0.524868727,-0.209097594,10,13.22708607,54.18564224,45704.13672,46429.10156,46609.71875,15273.84082,15308.48242,68.4177475,67.68729401,85.48543549,84.01476288,83.10723877,80.93268585
3.71831E+11,109.0674744,125.7576065,94.47803497,182.7757111,0.556854367,-0.232075766,10,13.08377457,56.83578491,46449.17578,46997.27344,46957.51172,15299.72754,15365.50781,68.42041779,67.79503632,85.77610016,84.01850891,82.98544312,80.70333862
3.71831E+11,112.4199371,132.3025055,103.3675766,156.4762115,0.439712733,-0.259574175,10,22.76160431,46.82884598,46855.85547,46646.60547,46756.25,15243.11133,15387.30957,68.76268005,67.970047,85.92829895,84.22916412,83.43302917,81.12654114
3.71831E+11,115.9830322,136.1316223,105.4212341,158.5603943,0.475530446,-0.214114159,10,28.32101059,57.76486969,46630.75781,46638.76953,46806.6875,15223.8584,15325.86914,68.95294952,68.13452148,85.69116211,83.85736084,82.81636047,80.77684784
3.71831E+11,115.1902924,132.6923676,107.7991257,189.208725,0.477265596,-0.21562171,10,12.99517536,58.19717407,46024.48828,46515.91406,46522.57422,15242.75781,15255.46387,68.42319489,67.65202332,86.21018219,83.87772369,82.28792572,80.35308838
3.71831E+11,106.7932434,123.8877335,98.05360413,173.2005157,0.48774761,-0.260360986,10,16.36898232,55.00686264,46093.86328,46128.82031,46151.00391,15236.47266,15299.78223,68.18588257,67.53083801,86.15658569,83.69132233,82.32491302,80.22838593
3.71831E+11,111.4080734,130.9966583,111.9067459,170.7593536,0.517760813,-0.211076275,10,34.96561432,49.43183136,45826.52344,45951.84766,46157.50391,15171.64258,15212.54395,68.59912872,67.88532257,85.97517395,83.94741821,82.9623642,80.87754822
3.71831E+11,119.4512634,141.719986,122.2592163,172.9154968,0.471205026,-0.189357877,10,28.19719887,55.25601959,44736.98047,45740.80078,46106.87891,15104.19824,15168.60938,68.44438934,67.76223755,86.42333221,84.16259003,82.99126434,80.79576874
3.71831E+11,116.1034546,134.5651703,118.3350143,161.1452637,0.438975155,-0.211569831,10,35.11898041,49.74148178,46955.45703,46671.34766,46433.22266,15219.6709,15358.62305,69.12845612,68.31256104,86.03538513,84.2000351,83.25077057,81.14774323
3.71831E+11,101.0149002,115.950737,94.09945679,162.7036743,0.557301879,-0.283568829,10,15.2241087,66.33039856,45477.66016,46123.95703,46092.77344,15189.78613,15272.36035,68.11001587,67.4772644,85.67269135,83.34503174,81.79184723,79.92389679
3.71831E+11,99.14437866,117.0096436,76.6322403,179.3508911,0.545486212,-0.270716399,10,10.19505596,64.41753387,45023.12891,46406.10547,46448.04688,15335.44238,15372.51758,67.90133667,67.17507935,86.27011108,83.62480164,81.45130157,79.44698334
3.71831E+11,121.8861313,136.9892273,115.2360535,164.7584839,0.39624849,-0.174629748,10,30.17570686,53.42489243,46689.16016,46852.33203,45946.89844,15266.95313,15221.09766,69.27574158,68.51491547,86.46032715,84.46260071,83.68117523,81.36885071
